job_title,level_job,job_type,annual_salary_usd,benefits,onsite_remote,category_job,company,location,skills,country,region
Senior Data Engineer bei eBike Systems (w/m/div.),Senior,Full Time,147500.0,Team events,onsite,,, Germany,"Airflow, Big Data, CI/CD, Databricks, Data pipelines, Data warehouse, Engineering",Germany,World
"Data Analyst, ACES",Senior,Full Time,111000.0,,onsite,,, AUS,"Data analysis, Excel, QuickSight, SQL",,
SC2023-002740 Cyber Security Data Engineer - MISP (NS) - FRI 17 Mar,Senior,Full Time,147500.0,Startup environment,onsite,,, Belgium,"Ansible, APIs, Computer Science, Linux, Open Source, PHP, Python",Belgium,World
Data Analytics Presales Consultant,Mid,Full Time,72500.0,"Career development,Startup environment",onsite,,, Greece,"AWS, Azure, Business Intelligence, Computer Science, Consulting, Data Analytics, Data visualization",Greece,World
Junior Data Analyst (end-of-studies internship),Entry,Internship,,"Career development,Competitive pay,Lunch / meals,Startup environment",onsite,,,Paris,"Consulting, Engineering, Excel, Machine Learning, Mathematics, SQL, Statistics",,
"Principal Engineer, Data Analytics Engineering (Final Inspection Programmer)",Senior,Full Time,147000.0,,onsite,,, Malaysia,"Computer Science, Data Analytics, Engineering",Malaysia,World
HR Data Analyst H/F,Entry,Full Time,53000.0,,onsite,,, France,"APIs, Azure, Power BI, Python",France,World
Data Analyst,Mid,Full Time,70000.0,"Competitive pay,Health care,Insurance,Medical leave,Parental leave",remote,,, Remote,"Airtable, AWS, Python, R, SQL",,
?Senior Data Engineer - Data lakehouse,Senior,Full Time,147500.0,Career development,onsite,,, Malaysia,"Airflow, APIs, AWS, Databricks, Data quality, Data warehouse, E-commerce",Malaysia,World
"Manager, Data Analytics",Executive,Full Time,190000.0,Team events,onsite,,, United States,"Data analysis, Data Analytics, Machine Learning",United States,World
Jr Power BI Developer with (SQL /Python),Entry,Full Time,50000.0,"Career development,Equity,Insurance",onsite,,, India,"Architecture, CX, Data analysis, Machine Learning, Power BI, Privacy, Python",India,World
Risk Data Scientist,Entry,Full Time,69500.0,"Career development,Competitive pay,Equity,Flex hours,Startup environment",onsite,,, Netherlands,"AWS, Azure, Big Data, Consulting, Consulting firm, Credit risk, CX",Netherlands,World
"Senior Analytics Engineer, Growth Marketing",Senior,Full Time,229000.0,"401(k) matching,Career development,Equity,Flex hours,Flex vacation",remote,,, United States,"APIs, Data analysis, Data warehouse, Data Warehousing, Engineering, Looker, Machine Learning",United States,World
Sr. Insurance Data Scientist,Senior,Full Time,157000.0,"401(k) matching,Career development,Flex hours,Flex vacation,Health care",remote,,, or Remote,"Economics, Machine Learning, Predictive modeling, Python, R, SQL, Statistics",,
Data Engineer,Mid,Full Time,96500.0,"Career development,Fertility benefits,Flex hours,Health care,Medical leave",onsite,,, United Kingdom,"Agile, APIs, Architecture, Avro, AWS, Azure, Banking",United Kingdom,World
"[Job-9858] Senior Data Ops Engineer, Colombia",Senior,Full Time,78500.0,"Competitive pay,Health care,Parental leave,Startup environment,Unlimited paid time off",onsite,,,Colombia,"AWS, Azure, CX, Data management, Data Mining, DataOps, Data pipelines",Colombia,Latin America
Data Scientist (S&OP),N/A,Full Time,131500.0,,onsite,,, Poland,"E-commerce, GCP, Hadoop, PySpark, Python, R, Spark",Poland,World
Data Scientist - Forward Engineering,Entry,Full Time,69500.0,Flex hours,onsite,,, India,"Big Data, Data visualization, Engineering, Hadoop, HBase, Machine Learning, MariaDB",India,World
Senior Engineer (Data Engineer),Senior,Full Time,147500.0,Flex hours,onsite,,, India,"Agile, APIs, Architecture, Azure, Bitbucket, Business Intelligence, CI/CD",India,World
Product Data Analyst Intern m/f/d,Entry,Internship,,"Career development,Health care,Insurance,Startup environment",onsite,,, France,"Data analysis, Data pipelines, Data visualization, KPIs, Pipelines, Python, Research",France,World
Fraud Intelligence Data Analyst,Senior,Full Time,62500.0,"Equity,Health care,Transparency",onsite,,, MI,"Computer Science, Data analysis, Databricks, Data visualization, E-commerce, Economics, Engineering",,
Analytics Engineer,Senior,Full Time,147000.0,"Career development,Flex hours",onsite,,, India,"Agile, Airflow, AWS, CI/CD, Data pipelines, Data quality, Data Warehousing",India,World
Data Engineer,Senior,Full Time,147500.0,"Career development,Equity,Flex hours,Flex vacation,Health care",onsite,,,Auckland,"APIs, Banking, CSV, Data pipelines, Data warehouse, Data Warehousing, ETL",,
Data Engineer V (Remote),N/A,Full Time,133000.0,"Career development,Health care,Medical leave",onsite,,,,"Architecture, AWS, Big Data, BigQuery, Computer Science, Data management, Data pipelines",,
Data Analyst,Mid,Full Time,98500.0,Flex hours,remote,,, Remote,"Data analysis, Excel, Finance, Power BI, SQL, Tableau, Testing",,
Data Engineering Manager (Job Ref : 1890),Mid,Full Time,96500.0,"Flat hierarchy,Health care,Startup environment,Team events,Unlimited paid time off",onsite,,, United Arab Emirates,"Architecture, Azure, Big Data, Data governance, Data quality, Data warehouse, Distributed Systems",United Arab Emirates,World
Data Scientist  - Finance (Hybrid),Mid,Full Time,88000.0,"Career development,Flex hours,Health care,Home office stipend",onsite,,, United States,"AWS, Classification, Data analysis, Data management, Data Mining, Engineering, Excel",United States,World
Senior DevOps Engineer - Data team,Senior,Full Time,88500.0,"Career development,Competitive pay,Equity,Startup environment,Team events",onsite,,, Austria,"Airflow, APIs, Architecture, AWS, BigQuery, CI/CD, Computer Science",Austria,World
Sr. Data Engineer - Snowflake,Senior,Full Time,147500.0,"Salary bonus,Team events",onsite,,, Noida,"Architecture, Avro, AWS, Azure, Big Data, Computer Science, Data pipelines",,
"Principal Software Engineer, Machine Learning Platform (Tech Lead)",Senior,Full Time,80000.0,"Career development,Competitive pay",remote,,, Hybrid or Remote,"Architecture, AWS, Azure, Computer Science, Docker, Engineering, Kubeflow",,
Senior Ingenieur Data Science Defektanalyse (w/m/div.),Senior,Full Time,88500.0,,onsite,,, Germany,"Big Data, Deep Learning, Industrial, Machine Learning, PySpark, Python, Spotfire",Germany,World
Staff Machine Learning Engineer,Senior,Full Time,,"401(k) matching,Career development,Equity,Fertility benefits,Flex hours",onsite,,, CA,"Autonomous Driving, Classification, Computer Science, CUDA, Machine Learning, ML models, OpenCV",,
Data Engineer,Senior,Full Time,147500.0,"Flex vacation,Startup environment,Team events",onsite,,, DC,"AWS, Azure, Big Data, BigQuery, CI/CD, Computer Science, Data management",,
(Senior) Energy Data Scientist,Senior,Full Time,157000.0,,onsite,,, Netherlands,"Consulting, CX",Netherlands,World
Stage Data Engineer - Calcul dÂitinÃ©raires en masse pour la modÃ©lisation du territoire europÃ©en,Entry,Full Time,98000.0,,onsite,,, France,"Airflow, APIs, Architecture, AWS, Docker, Elasticsearch, Engineering",France,World
Data Engineer team Data Platform (F/M),Senior,Full Time,147500.0,"Flex hours,Team events",onsite,,, France,"Airflow, Ansible, APIs, Architecture, Athena, AWS, Docker",France,World
"[Job-9791] Mid-Level Data/ETL Engineer, Brazil",Mid,Full Time,64500.0,Startup environment,onsite,,,Brazil,"CX, Dataproc, Engineering, ETL, GCP, PostgreSQL, Research",Brazil,Latin America
Lead Machine Learning Data Scientist,Senior,Full Time,157000.0,"401(k) matching,Career development,Flex hours,Flex vacation,Health care",remote,,, IL or Remote,"CX, Engineering, Feature engineering, Machine Learning, ML models, NumPy, OOP",,
Product Data Management Engineer / CAD Designer,Senior,Full Time,78500.0,Flex hours,onsite,,, Turkey,"CAD, Data management, Engineering, Industrial, Privacy",Turkey,World
Senior Data Infrastructure Engineer (Remote),Senior,Full Time,163500.0,"401(k) matching,Career development,Equity,Flex hours,Flex vacation",onsite,,, MA,"Airflow, Architecture, AWS, Azure, BigQuery, Business Intelligence, Data governance",,
Run Performance Research Scientist II,Senior,Full Time,117500.0,"401(k) matching,Career development,Equity,Fertility benefits,Fitness / gym",onsite,,, Seattle,"Data analysis, Data visualization, Engineering, Excel, Matlab, Python, Research",,
"Staff Data Engineer - Spark, Scala",Senior,Full Time,147500.0,Career development,onsite,,, India,"Agile, Architecture, Big Data, Clustering, Computer Science, Data governance, Data Mining",India,World
Amazon Robotics - Business Intelligence Engineer Co-op (Performance & Insights) - Fall 2023,Entry,Full Time,62500.0,Career development,onsite,,, USA,"Athena, AWS, Business Analytics, Business Intelligence, Computer Science, Computer Vision, CX",,
Data Engineer - A4525,Senior,Full Time,147500.0,"Career development,Lunch / meals,Snacks / Drinks,Team events",onsite,,, India,"Azure, Blockchain, Computer Science, Databricks, Excel, Hadoop, Kafka",India,World
2023 Business Intelligence Engineer Internship,Entry,Full Time,,"Career development,Competitive pay,Flex hours,Startup environment,Team events",onsite,,, ITA,"AWS, Business Intelligence, Computer Science, Data Mining, Data pipelines, Data warehouse, E-commerce",,
"[Job-9858] Senior Data Ops Engineer, United States",Senior,Full Time,98500.0,"Competitive pay,Health care,Parental leave,Startup environment,Unlimited paid time off",onsite,,,United States,"AWS, Azure, CX, Data management, Data Mining, DataOps, Data pipelines",United States,World
Sr. Machine Learning Data Scientist,Senior,Full Time,157000.0,"401(k) matching,Career development,Flex hours,Flex vacation,Health care",remote,,, IL or Remote,"CX, Engineering, Feature engineering, Machine Learning, ML models, NumPy, OOP",,
Senior Data Engineer,Senior,Full Time,147500.0,"Career development,Flex hours,Flex vacation,Health care,Insurance",onsite,,, India,"AWS, Azure, Big Data, Computer Science, Data pipelines, Data quality, Data Warehousing",India,World
"Data Analyst, Market Risk",Mid,Full Time,98500.0,"Career development,Startup environment,Wellness",onsite,,, Canada,"Computer Science, Data Analytics, Excel, Python, SAS, SQL, Statistics",Canada,World
Amazon Robotics - Data Scientist (DS) Co-op - Fall 2023,Entry,Full Time,69500.0,Career development,onsite,,, USA,"Business Analytics, Computer Science, Computer Vision, CX, Economics, Engineering, Finance",,
Data Scientist III,Senior,Full Time,157000.0,"Career development,Competitive pay,Conferences,Fitness / gym,Flex hours",onsite,,,Bengaluru,"Agile, Big Data, Computer Science, Economics, Engineering, Genetics, Machine Learning",,
"Principal Product Manager, AI/ML",Senior,Full Time,224500.0,"Career development,Competitive pay,Equity,Startup environment,Transparency",remote,,,Remote US,"Computer Science, Machine Learning, MLFlow, ML models, MLOps, Open Source, Pipelines",,
Senior Data Analyst,Mid,Full Time,98500.0,"Career development,Flex hours,Flex vacation,Gear,Health care",remote,,, Remote,"Airflow, DevOps, Engineering, FinTech, Looker, Python, R",,
"[Job-9790] Mid-Level Data/ETL Engineer, United States",Mid,Full Time,80500.0,"Career development,Fitness / gym,Health care,Parental leave,Startup environment",onsite,,,United States,"CX, Dataproc, Engineering, ETL, GCP, PostgreSQL, Research",United States,World
Data Analyst (Melbourne & Sydney),Mid,Full Time,98500.0,"Career development,Startup environment",onsite,,, Australia,"Agile, Ansible, Architecture, AWS, Bitbucket, Classification, Consulting",Australia,World
Senior Data Engineer,Senior,Full Time,147500.0,"Competitive pay,Equity,Flex hours,Flex vacation,Health care",onsite,,,Houston,"Airflow, AWS, CI/CD, Computer Science, Docker, Engineering, GraphQL",,
"Senior Software Engineer, Data Engineering",Senior,Full Time,147500.0,Career development,onsite,,, India,"Airflow, APIs, Architecture, AWS, Big Data, Databricks, Data pipelines",India,World
"Data Scientist, Tempus AI Advisors Program",Senior,Full Time,157000.0,Career development,onsite,,, SF,"AWS, BigQuery, Computer Science, Consulting, DataOps, Data visualization, Docker",,
"Director, Data Operations",Executive,Full Time,167000.0,"401(k) matching,Health care",onsite,,, United States,"Agile, Business Intelligence, DataOps, Engineering, ETL, Jira, Research",United States,World
Data Scientist,Mid,Full Time,88000.0,"Career development,Equity,Flex hours,Health care,Medical leave",onsite,,, United Kingdom,"Architecture, AWS, Azure, Finance, GCP, Machine Learning, Python",United Kingdom,World
Senior Research Engineer,Senior,Full Time,199500.0,"Career development,Competitive pay",onsite,,, Greece,"Computer Science, Engineering, Excel, PhD, R, R&D, Research",Greece,World
Senior Data Scientist,Mid,Full Time,88000.0,Career development,onsite,,, United Kingdom,"Agile, Computer Science, Deep Learning, Engineering, Feature engineering, Machine Learning, Mathematics",United Kingdom,World
"Staff Data Scientist, Ads Experimentation Analytics",Senior,Full Time,247500.0,"401(k) matching,Career development,Equity,Flex vacation,Health care",remote,,, United States,"Bayesian, Causal inference, Computer Science, Economics, Finance, Mathematics, PhD",United States,World
Software Engineer (AI),Senior,Full Time,88500.0,"401(k) matching,Career development,Competitive pay,Equity,Flex hours",remote,,,Remote,"Architecture, AWS, CI/CD, Computer Science, Django, EC2, E-commerce",,
Senior Data Engineer,Senior,Full Time,147500.0,"Career development,Gear,Health care,Home office stipend,Insurance",onsite,,,Global Barcelona,"Airflow, AWS, BigQuery, CI/CD, Data pipelines, Data quality, Data strategy",,
Senior Data Engineer,Senior,Full Time,,"401(k) matching,Career development,Competitive pay,Flex hours,Flex vacation",onsite,,, IL USA,"Airflow, AWS, Big Data, BigQuery, Data pipelines, Data warehouse, DevOps",,
"Senior Data Scientist, Medical Imaging",Senior,Full Time,172500.0,"Career development,Competitive pay,Conferences,Equity,Health care",onsite,,, CA,"Deep Learning, Machine Learning, Mathematics, ML infrastructure, ML models, PhD, Python",,
Data Analyst,Entry,Full Time,53000.0,"Career development,Relocation support",remote,,,Remote,"Agile, Computer Science, Data analysis, Data Analytics, Engineering, Excel, Git",,
Senior DevOps Engineer - (Kubernetes I Automation on Spark I Hadoop I HDFS environments),Senior,Full Time,78500.0,Startup environment,onsite,,, India,"Ansible, AWS, Azure, Computer Science, Data management, Data pipelines, DevOps",India,World
"80410343 - Engineer, Data",Senior,Full Time,69000.0,"Startup environment,Team events",onsite,,, South Africa,"APIs, Architecture, Big Data, Data pipelines, Engineering, Pipelines, Spark",South Africa,World
Junior Data Visualization Engineer,Mid,Full Time,70000.0,"Competitive pay,Health care,Insurance,Medical leave,Parental leave",remote,,, Remote,"APIs, AWS, Data visualization, JavaScript, Pandas, R, React",,
Senior Data Engineer,Mid,Full Time,96500.0,"Career development,Health care,Startup environment",onsite,,, Australia,"APIs, Architecture, BigQuery, Dataflow, Data management, Dataproc, Data warehouse",Australia,World
Data Analyst - Procurement,Senior,Full Time,111000.0,,onsite,,, India,"Agile, BigQuery, Business Intelligence, Data pipelines, Data quality, Excel, Finance",India,World
"Research Analyst, ICQA",Senior,Full Time,78500.0,,onsite,,, IND,"Data analysis, Data Analytics, Data Mining, Excel, Mathematics, Research, SQL",,
Sr. Analytics Engineer,Senior,Full Time,147000.0,Career development,onsite,,,United States,"Data pipelines, Data warehouse, FiveTran, JavaScript, KPIs, Looker, Pipelines",United States,World
Data Engineer,Senior,Full Time,147500.0,,onsite,,,Tel Aviv,"Airflow, AWS, Data Analytics, Data warehouse, Engineering, ETL, Pipelines",,
Senior Data Scientist,Senior,Full Time,,"Career development,Equity,Health care,Parental leave,Wellness",remote,,,,"A/B testing, Clustering, Data analysis, Data quality, Engineering, Finance, Looker",,
Project Manager - AI/NLP - Paris 2e,Entry,Full Time,56000.0,"Career development,Yoga",onsite,,, France,"Machine Learning, NLP",France,World
Data Engineer,Senior,Full Time,147500.0,Team events,onsite,,,Singapore,"Architecture, Athena, AWS, Big Data, Computer Science, Data Analytics, DynamoDB",Singapore,World
Data Engineer,Senior,Full Time,147500.0,,onsite,,, Costa Rica,"APIs, Architecture, Big Data, Business Analytics, Business Intelligence, Computer Science, Data analysis",Costa Rica,Latin America
Senior Analytics Engineer - Finance,Senior,Full Time,147000.0,"Flex hours,Startup environment",onsite,,, India,"Agile, Airflow, Architecture, Big Data, BigQuery, Data governance, Data Warehousing",India,World
"Sr. Auto Data Scientist, Pricing R&D",Senior,Full Time,157000.0,"401(k) matching,Career development,Flex hours,Flex vacation,Health care",remote,,, or Remote,"Economics, Machine Learning, Predictive modeling, Python, R, R&D, SQL",,
Sr. Data Engineer,Senior,Full Time,147500.0,Career development,remote,,, US,"Architecture, Azure, Big Data, Business Intelligence, Computer Science, Databricks, Data pipelines",,
